Ensambel	Gene Name	Gene Type	Normal-1	Normal-2	Normal-3	Normal-4	Tumor-1	Tumor-2	Tumor-3	Tumor-4
19938	ENSG00000204613.11	TRIM10	protein_coding	2	136	565	2	4	267	736	2
19939	ENSG00000204614.9	TRIM40	protein_coding	0	400	122	22	2	19	697	4
19940	ENSG00000204616.11	TRIM31	protein_coding	18	4373	4889	176	5	6620	4646	127
19941	ENSG00000204618.8	RNF39	protein_coding	810	1233	844	251	1854	598	838	129
19942	ENSG00000204619.8	PPP1R11	protein_coding	2750	8321	6338	2807	8080	3901	12629	2818
19943	ENSG00000204620.3	AC115618.1	lncRNA	8	28	22	5	26	15	40	12
19944	ENSG00000204622.11	HLA-J	transcribed_unprocessed_pseudogene	2	63	14	21	9	42	70	8
19945	ENSG00000204623.9	ZNRD1ASP	transcribed_unitary_pseudogene	137	940	478	353	83	164	1029	381
19946	ENSG00000204624.8	DISP3	protein_coding	5	20	15	7	9	2	13	13
19947	ENSG00000204625.10	HCG9	lncRNA	1	21	9	4	0	6	42	8
19948	ENSG00000204628.12	RACK1	protein_coding	65229	56334	87921	21126	145254	33930	62642	23634
19949	ENSG00000204632.11	HLA-G	protein_coding	26	75	127	34	23	87	426	52
19950	ENSG00000204634.13	TBC1D8	protein_coding	1640	4655	2732	5425	2754	2634	6680	3094
19951	ENSG00000204637.4	ARPP19P2	processed_pseudogene	0	2	0	1	1	4	1	1
19952	ENSG00000204640.1	NMS	protein_coding	0	0	0	0	0	0	0	0
19953	ENSG00000204642.14	HLA-F	protein_coding	417	2781	5833	509	1385	4548	4279	1061
19954	ENSG00000204644.10	ZFP57	protein_coding	1	3	3	0	3	30	2566	4
19955	ENSG00000204648.11	SSX9P	transcribed_unprocessed_pseudogene	0	0	0	0	0	1	61	0
19956	ENSG00000204650.14	LINC02210	transcribed_unitary_pseudogene	1148	1093	718	262	433	437	1536	574
19957	ENSG00000204652.6	RPS26P8	processed_pseudogene	44	71	34	14	26	13	40	9
19958	ENSG00000204653.10	ASPDH	protein_coding	5	38	6	16	9	22	196	35
19959	ENSG00000204655.12	MOG	protein_coding	0	0	3	0	0	4	46	3
19960	ENSG00000204657.4	OR2H2	protein_coding	2	4	4	2	1	2	12	0
19961	ENSG00000204658.5	CST9LP2	unprocessed_pseudogene	0	0	10	0	1	0	18	0
19962	ENSG00000204659.5	CBY3	protein_coding	1	3	8	3	2	6	11	8
19963	ENSG00000204661.9	C5orf60	lncRNA	1	6	7	5	0	1	6	1
19964	ENSG00000204662.2	CST9LP1	unprocessed_pseudogene	0	0	0	1	0	0	0	0
19965	ENSG00000204663.9	CST13P	transcribed_unprocessed_pseudogene	0	0	1	0	0	0	1	0
19966	ENSG00000204666.3	AC010624.1	lncRNA	3	12	1	1	2	5	9	3
19967	ENSG00000204669.11	C9orf57	protein_coding	0	0	1	0	2	1	3	0
19968	ENSG00000204670.7	IGKV1OR2-3	IG_V_pseudogene	0	0	10	1	0	19	0	4
19969	ENSG00000204671.2	IL31	protein_coding	0	1	0	3	0	1	4	1
19970	ENSG00000204673.11	AKT1S1	protein_coding	3616	5627	6696	2476	8547	4547	13886	2563
19971	ENSG00000204677.13	FAM153CP	lncRNA	9	61	6	39	0	8	50	58
19972	ENSG00000204681.11	GABBR1	protein_coding	527	3536	932	944	529	1158	4157	2797
19973	ENSG00000204682.8	MIR1915HG	lncRNA	33	88	85	18	82	229	919	42
19974	ENSG00000204684.4	AL133464.1	lncRNA	0	0	0	1	0	1	3	0
19975	ENSG00000204685.7	STARD7-AS1	lncRNA	236	451	397	170	298	254	1036	209
19976	ENSG00000204687.4	MAS1L	protein_coding	0	71	1	9	0	0	7	13
19977	ENSG00000204688.9	OR2H1	protein_coding	1	2	0	0	0	0	0	0
19978	ENSG00000204694.11	OR11A1	protein_coding	0	1	0	0	0	1	0	0
19979	ENSG00000204695.4	OR14J1	protein_coding	1	0	1	0	0	0	3	0
19980	ENSG00000204697.3	OR2U1P	unprocessed_pseudogene	0	2	0	0	0	0	0	0
19981	ENSG00000204699.4	UBTFL3	unprocessed_pseudogene	0	0	0	0	0	0	0	0
19982	ENSG00000204700.5	OR2J2	protein_coding	0	0	0	0	0	0	0	0
19983	ENSG00000204701.2	OR2J3	protein_coding	0	0	0	0	0	0	5	0
19984	ENSG00000204702.5	OR2J1	protein_coding	0	0	0	0	1	0	0	0
19985	ENSG00000204703.5	OR2B3	protein_coding	0	0	0	0	0	0	1	0
19986	ENSG00000204704.2	OR2W1	protein_coding	0	0	0	0	0	0	1	0
19987	ENSG00000204705.3	UBTFL5	unprocessed_pseudogene	0	0	1	0	0	0	0	0
19988	ENSG00000204706.14	MAMDC2-AS1	lncRNA	8	130	14	56	7	21	43	126
19989	ENSG00000204709.4	LINC01556	lncRNA	1	3	33	1	0	2	66	2
19990	ENSG00000204710.2	SPDYC	protein_coding	9	7	92	2	2	5	41	3
19991	ENSG00000204711.9	C9orf135	protein_coding	0	0	2	0	0	0	9	3
19992	ENSG00000204713.11	TRIM27	protein_coding	1777	7828	9760	2659	5813	2984	10370	2088
19993	ENSG00000204718.3	CNN2P12	processed_pseudogene	0	0	0	0	1	0	1	0
19994	ENSG00000204740.11	MALRD1	protein_coding	0	9	20	2	18	7	277	29
19995	ENSG00000204745.4	AC083899.1	unprocessed_pseudogene	57	129	408	46	193	113	269	55
19996	ENSG00000204754.3	LINC01951	lncRNA	0	0	0	0	0	0	2	0
19997	ENSG00000204758.8	AC008429.1	lncRNA	7	53	16	10	18	13	64	12
19998	ENSG00000204764.14	RANBP17	protein_coding	14	680	496	207	14	347	81	262
19999	ENSG00000204767.4	INSYN2B	protein_coding	38	13	211	2	393	10	14	14
20000	ENSG00000204776.6	IGKV1OR-3	IG_V_pseudogene	0	1	15	0	0	19	7	0
20001	ENSG00000204778.4	CBWD4P	unprocessed_pseudogene	14	44	11	7	46	35	103	3
20002	ENSG00000204779.2	FOXD4L5	protein_coding	0	3	0	2	1	1	2	0
20003	ENSG00000204780.5	IGKV1OR9-1	IG_V_pseudogene	0	0	24	1	0	21	0	1
20004	ENSG00000204787.8	REG1CP	transcribed_unprocessed_pseudogene	0	0	0	0	0	0	0	0
20005	ENSG00000204789.4	ZNF204P	processed_pseudogene	250	982	486	476	391	84	933	682
20006	ENSG00000204790.9	AL163540.1	unprocessed_pseudogene	1	1	0	2	2	0	12	5
20007	ENSG00000204791.10	SMPD5	transcribed_unitary_pseudogene	17	34	131	10	11	24	166	8
20008	ENSG00000204792.2	LINC01291	lncRNA	4	298	596	6	241	710	161	7
20009	ENSG00000204801.7	FGF7P7	unprocessed_pseudogene	1	1	0	0	0	0	0	0
20010	ENSG00000204802.3	AL590399.1	lncRNA	0	2	1	1	0	1	5	0
20011	ENSG00000204805.9	AL391987.2	protein_coding	0	13	4	3	7	0	24	7
20012	ENSG00000204814.5	AL935212.1	lncRNA	0	0	1	1	0	0	0	4
20013	ENSG00000204815.10	TTC25	protein_coding	6	78	71	14	13	36	178	44
20014	ENSG00000204816.5	FGF7P5	unprocessed_pseudogene	0	0	0	0	0	0	0	0
20015	ENSG00000204818.4	ADGRF5P2	transcribed_unprocessed_pseudogene	0	0	0	0	0	0	0	0
20016	ENSG00000204822.7	MRPL53	protein_coding	0	0	0	0	0	0	0	0
20017	ENSG00000204832.10	ST8SIA6-AS1	lncRNA	8	11	16	3	2	4	1089	4
20018	ENSG00000204837.5	FGF7P3	transcribed_unprocessed_pseudogene	0	4	0	0	0	0	0	0
20019	ENSG00000204839.9	MROH6	protein_coding	3892	4999	5146	430	2209	2724	5812	154
20020	ENSG00000204842.18	ATXN2	protein_coding	2112	7382	6922	3070	4739	4599	13052	3892
20021	ENSG00000204843.12	DCTN1	protein_coding	8873	19619	15087	4725	17022	7780	19157	8219
20022	ENSG00000204849.10	SPATA31A1	protein_coding	0	0	0	0	1	0	31	0
20023	ENSG00000204850.4	AC011484.1	lncRNA	2	12	15	2	1	5	10	10
20024	ENSG00000204851.7	PNMA8B	protein_coding	12	83	38	17	10	33	102	60
20025	ENSG00000204852.16	TCTN1	protein_coding	309	1348	1771	282	211	653	1380	784
20026	ENSG00000204856.12	FAM216A	protein_coding	73	349	660	121	124	159	422	247
20027	ENSG00000204859.13	ZBTB48	protein_coding	598	2470	2116	551	934	741	2585	603
20028	ENSG00000204860.5	FAM201A	lncRNA	65	259	453	128	7	60	419	70
20029	ENSG00000204866.8	IGFL2	protein_coding	58	28	78	5	601	8	21	3
20030	ENSG00000204869.8	IGFL4	protein_coding	16	18	6	2	2	5	77	2
20031	ENSG00000204872.4	NAT8B	polymorphic_pseudogene	0	22	4	45	4	2	12	18
20032	ENSG00000204873.5	KRTAP9-3	protein_coding	0	0	0	0	1	0	0	0
20033	ENSG00000204876.4	AC021218.1	lncRNA	4	410	197	278	2	837	2445	99
20034	ENSG00000204880.8	KRTAP4-8	protein_coding	1	0	0	0	0	0	0	0
20035	ENSG00000204882.4	GPR20	protein_coding	3	165	82	31	4	57	112	278
20036	ENSG00000204887.4	KRTAP1-4	protein_coding	0	2	0	1	0	0	0	1
20037	ENSG00000204889.10	KRT40	protein_coding	14	2	3	0	1	0	8	0
20038	ENSG00000204894.4	AC104692.1	processed_pseudogene	4	4	0	9	9	1	26	2
20039	ENSG00000204897.7	KRT25	protein_coding	3	1	0	0	2	0	1	0
20040	ENSG00000204899.6	MZT1	protein_coding	356	1170	3586	677	1990	584	1869	487
20041	ENSG00000204904.7	LINC01545	lncRNA	8	7	11	9	5	2	31	6
20042	ENSG00000204909.8	SPINK9	protein_coding	1	6	0	5	1	0	10	5
20043	ENSG00000204913.6	LRRC3C	protein_coding	0	1	18	0	1	4	2	1
20044	ENSG00000204915.3	MFFP3	processed_pseudogene	1	0	0	0	0	0	0	0
20045	ENSG00000204918.3	PRR20B	protein_coding	0	0	0	0	0	0	0	0
20046	ENSG00000204919.1	PRR20A	protein_coding	0	0	0	0	0	0	0	0
20047	ENSG00000204920.11	ZNF155	protein_coding	103	393	128	71	197	252	443	174
20048	ENSG00000204922.5	UQCC3	protein_coding	130	245	558	95	192	190	678	100
20049	ENSG00000204923.4	FBXO48	protein_coding	215	743	477	354	442	249	1018	205
20050	ENSG00000204928.2	GRXCR2	protein_coding	3	3	2	0	5	1	5	2
20051	ENSG00000204929.13	AC007389.1	lncRNA	2	527	6	27	1	13	14	22
20052	ENSG00000204930.10	FAM221B	protein_coding	0	8	4	8	0	4	5	1
20053	ENSG00000204933.3	CD177P1	unprocessed_pseudogene	2	0	2	0	10	2	3	2
20054	ENSG00000204934.10	ATP6V0E2-AS1	lncRNA	11	29	47	13	3	13	51	65
20055	ENSG00000204936.10	CD177	protein_coding	101	38	150	3	1295	30	95	142
20056	ENSG00000204941.14	PSG5	protein_coding	0	4	1	1	6	0	29	0
20057	ENSG00000204946.10	ZNF783	protein_coding	360	1321	920	407	459	874	3150	649
20058	ENSG00000204947.9	ZNF425	protein_coding	438	339	96	82	154	48	117	211
20059	ENSG00000204949.9	FAM83A-AS1	lncRNA	168	71	136	5	2208	34	11	0
20060	ENSG00000204950.4	LRRC10B	protein_coding	1	70	35	39	6	188	42	56
20061	ENSG00000204952.3	FBXO47	protein_coding	0	0	4	0	0	1	7	0
20062	ENSG00000204954.10	C12orf73	protein_coding	157	469	539	265	406	363	788	247
20063	ENSG00000204956.5	PCDHGA1	protein_coding	40	37	76	18	172	52	476	46
20064	ENSG00000204959.4	ARHGEF34P	unprocessed_pseudogene	850	1212	313	386	2686	248	1215	114
20065	ENSG00000204960.7	BLACE	lncRNA	0	6	0	0	4	0	4	0
20066	ENSG00000204961.7	PCDHA9	protein_coding	1	0	2	5	0	0	362	8
20067	ENSG00000204962.6	PCDHA8	protein_coding	0	4	0	1	0	0	329	3
20068	ENSG00000204963.6	PCDHA7	protein_coding	2	11	4	8	2	5	426	4
20069	ENSG00000204965.9	PCDHA5	protein_coding	1	5	4	6	2	8	1099	7
20070	ENSG00000204967.12	PCDHA4	protein_coding	4	16	8	13	3	24	981	37
20071	ENSG00000204969.7	PCDHA2	protein_coding	0	7	4	3	0	1	328	6
20072	ENSG00000204970.10	PCDHA1	protein_coding	0	0	0	0	0	0	1	0
20073	ENSG00000204971.3	AP000812.1	lncRNA	0	1	3	0	0	2	0	0
20074	ENSG00000204977.10	TRIM13	protein_coding	2486	3058	3183	1255	1858	817	2913	1258
20075	ENSG00000204978.3	ERICH4	protein_coding	1	14	2	11	0	6	303	19
20076	ENSG00000204979.8	MS4A13	protein_coding	0	0	0	0	0	1	65	0
20077	ENSG00000204982.3	PRSS3P4	unprocessed_pseudogene	6	0	0	0	1	0	0	0
20078	ENSG00000204983.14	PRSS1	protein_coding	2	1861	515	1328	0	2752	40	2049
20079	ENSG00000204989.3	OR4D8P	unprocessed_pseudogene	0	0	0	0	0	0	0	0
20080	ENSG00000204990.3	AC005692.1	lncRNA	0	0	0	0	0	0	0	0
20081	ENSG00000204991.11	SPIRE2	protein_coding	187	10771	1007	931	97	2154	4049	442
20082	ENSG00000204993.3	CRTC1P1	processed_pseudogene	0	0	0	0	0	1	2	1
20083	ENSG00000205002.4	AARD	protein_coding	39	21	10	1	2	1	24	196
20084	ENSG00000205015.1	LINC02138	lncRNA	0	0	0	0	0	0	0	0
20085	ENSG00000205018.2	AC092384.1	lncRNA	5	13	7	5	4	18	10	16
20086	ENSG00000205022.9	PABPN1L	protein_coding	1	5	0	0	0	2	0	2
20087	ENSG00000205025.8	OR5G5P	transcribed_unprocessed_pseudogene	0	1	0	0	0	2	1	0
20088	ENSG00000205029.1	OR5D16	protein_coding	0	0	0	0	0	0	0	0
20089	ENSG00000205030.1	OR5L2	protein_coding	0	0	0	0	0	0	0	0
20090	ENSG00000205035.8	AC136759.1	transcribed_unprocessed_pseudogene	0	0	0	0	0	0	5	0
20091	ENSG00000205037.2	AC134312.1	lncRNA	5	56	11	9	0	9	11	27
20092	ENSG00000205038.12	PKHD1L1	protein_coding	81	732	194	196	2	141	296	942
20093	ENSG00000205041.1	AC118344.1	lncRNA	18	98	35	28	13	51	231	88
20094	ENSG00000205044.5	AC027369.1	transcribed_unprocessed_pseudogene	0	0	0	0	0	1	0	0
20095	ENSG00000205045.11	SLFN12L	protein_coding	10	41	37	12	6	106	60	23
20096	ENSG00000205054.8	LINC01121	lncRNA	0	6	2	0	0	0	5	2
20097	ENSG00000205056.8	LINC02397	lncRNA	35	99	10	4	0	6	32	5
20098	ENSG00000205057.6	CLLU1-AS1	lncRNA	0	3	0	2	2	12	2	0
20099	ENSG00000205060.11	SLC35B4	protein_coding	526	2182	2384	944	2185	1253	2590	771
20100	ENSG00000205076.4	LGALS7	protein_coding	16181	215	4	15	11017	14	5	1
20101	ENSG00000205078.6	SYCE1L	protein_coding	37	43	29	9	34	54	58	34
20102	ENSG00000205084.11	TMEM231	protein_coding	114	392	2856	186	51	231	334	340
20103	ENSG00000205085.12	FAM71F2	protein_coding	41	475	57	151	53	135	347	107
20104	ENSG00000205086.8	C2orf91	lncRNA	2	4	1	0	3	2	15	0
20105	ENSG00000205089.8	CCNI2	protein_coding	5	278	1065	208	6	336	640	56
20106	ENSG00000205090.9	TMEM240	protein_coding	29	56	49	9	39	21	66	37
20107	ENSG00000205097.7	FRG2	protein_coding	0	0	1	0	0	0	0	0
20108	ENSG00000205100.2	HSP90AA4P	transcribed_processed_pseudogene	10	16	62	12	15	18	13	5
20109	ENSG00000205105.6	COX17P1	processed_pseudogene	7	23	28	14	15	26	22	9
20110	ENSG00000205106.4	LINC02716	lncRNA	0	14	3	0	10	4	14	4
20111	ENSG00000205108.6	FAM205A	protein_coding	0	8	0	3	6	1	3	11
20112	ENSG00000205111.8	CDKL4	protein_coding	2	12	7	6	3	13	47	2
20113	ENSG00000205116.3	TMEM88B	protein_coding	3	5	2	0	4	3	14	0
20114	ENSG00000205126.2	ACCSL	protein_coding	0	2	1	0	0	0	1	3
20115	ENSG00000205129.8	C4orf47	protein_coding	15	42	76	13	36	40	50	23
20116	ENSG00000205133.12	TRIQK	protein_coding	418	5498	3396	1543	433	1494	3815	976
20117	ENSG00000205138.4	SDHAF1	protein_coding	390	621	486	244	755	730	1423	250
20118	ENSG00000205143.3	ARID3C	protein_coding	0	2	2	0	7	1	25	0
20119	ENSG00000205155.8	PSENEN	protein_coding	330	992	507	337	718	791	1971	282
20120	ENSG00000205174.4	C7orf66	lncRNA	0	0	0	0	0	0	0	0
20121	ENSG00000205176.3	REXO1L1P	transcribed_processed_pseudogene	0	0	0	0	0	0	0	0
20122	ENSG00000205177.6	C11orf91	protein_coding	36	258	21	46	36	119	57	56
20123	ENSG00000205181.7	LINC00654	lncRNA	20	237	178	24	39	133	1010	256
20124	ENSG00000205184.2	SLC10A5P1	unprocessed_pseudogene	0	1	0	1	0	0	3	0
20125	ENSG00000205186.4	FABP9	protein_coding	0	2	0	1	0	0	6	2
20126	ENSG00000205189.12	ZBTB10	protein_coding	149	2117	3564	1795	171	1710	2986	1987
20127	ENSG00000205208.5	C4orf46	protein_coding	164	573	1623	396	947	338	1617	238
20128	ENSG00000205209.7	SCGB2B2	protein_coding	13	78	9	46	7	64	116	49
20129	ENSG00000205212.5	CCDC144NL	transcribed_unprocessed_pseudogene	0	0	55	0	0	0	1083	0
20130	ENSG00000205213.14	LGR4	protein_coding	2847	22889	14048	7166	2301	4933	34352	2802
20131	ENSG00000205215.8	KRT17P7	transcribed_unprocessed_pseudogene	1	0	0	2	1	0	1	0
20132	ENSG00000205220.12	PSMB10	protein_coding	168	995	1689	274	250	636	713	173
20133	ENSG00000205221.12	VIT	protein_coding	167	549	14	72	1	8	54	471
20134	ENSG00000205231.1	TTLL10-AS1	lncRNA	6	37	17	5	1	5	26	10
20135	ENSG00000205236.6	AC105052.1	protein_coding	0	0	0	1	0	1	0	0
20136	ENSG00000205238.9	SPDYE2	protein_coding	38	106	22	52	7	66	230	109
20137	ENSG00000205240.4	OR7E36P	unprocessed_pseudogene	1	2	1	1	0	3	0	1
20138	ENSG00000205250.9	E2F4	protein_coding	2686	6039	11836	2448	8136	5122	11369	2268
20139	ENSG00000205266.10	KRT17P5	transcribed_unprocessed_pseudogene	0	2	0	0	1	0	3	0
20140	ENSG00000205267.5	DGAT2L7P	unprocessed_pseudogene	0	2	1	0	0	3	44	0
20141	ENSG00000205268.11	PDE7A	protein_coding	873	2980	2703	2910	2737	1048	10771	2003
20142	ENSG00000205269.6	TMEM170B	protein_coding	97	596	321	336	59	134	1775	892
20143	ENSG00000205274.3	TRBV20OR9-2	TR_V_gene	0	0	1	0	1	0	1	0
20144	ENSG00000205277.9	MUC12	protein_coding	3	353	19	53	6	301	16142	28
20145	ENSG00000205279.8	CTXN3	protein_coding	0	2	0	0	1	0	0	1
20146	ENSG00000205293.5	LINC01602	lncRNA	0	8	2	0	2	6	14	0
20147	ENSG00000205300.3	AL356414.1	lncRNA	0	0	3	1	0	2	3	0
20148	ENSG00000205301.12	MGAT4D	protein_coding	0	0	1	0	0	0	2	1
20149	ENSG00000205302.7	SNX2	protein_coding	2632	7453	5720	2792	5353	4006	10586	3287
20150	ENSG00000205307.12	SAP25	protein_coding	0	0	0	0	0	0	1	0
20151	ENSG00000205309.14	NT5M	protein_coding	50	54	26	41	31	18	104	77
20152	ENSG00000205312.8	KRT17P4	transcribed_unprocessed_pseudogene	0	5	0	4	1	0	1	0
20153	ENSG00000205318.5	GCNT2P1	processed_pseudogene	1	12	2	20	0	4	47	6
20154	ENSG00000205323.9	SARNP	protein_coding	23	68	18	21	18	35	112	39
20155	ENSG00000205325.3	AC005863.1	lncRNA	0	0	0	0	0	2	1	0
20156	ENSG00000205327.3	OR6C68	protein_coding	0	0	0	0	0	0	0	0
20157	ENSG00000205328.2	OR6C65	protein_coding	0	0	0	0	0	0	0	0
20158	ENSG00000205329.2	OR6C3	protein_coding	0	0	0	0	0	0	0	0
20159	ENSG00000205330.4	OR6C1	protein_coding	0	0	0	2	0	0	0	0
20160	ENSG00000205331.5	OR6C72P	unprocessed_pseudogene	0	0	0	0	0	0	0	0
20161	ENSG00000205333.5	GOLGA2P1	processed_pseudogene	1	0	0	0	0	0	0	0
20162	ENSG00000205334.2	LINC01460	lncRNA	2	2	3	3	2	6	25	0
20163	ENSG00000205336.14	ADGRG1	protein_coding	9529	21338	34731	11598	14695	18142	32351	6787
20164	ENSG00000205339.10	IPO7	protein_coding	7203	16455	45686	7977	23429	16437	47093	10644
20165	ENSG00000205352.11	PRR13	protein_coding	1211	6586	4391	2847	2792	4764	10697	1579
20166	ENSG00000205356.10	TECPR1	protein_coding	1538	6932	1687	1738	1372	1683	3635	1598
20167	ENSG00000205358.4	MT1H	protein_coding	302	467	41	170	27	22	266	355
20168	ENSG00000205359.10	SLCO6A1	protein_coding	8	0	6	1	50	0	429	0
20169	ENSG00000205360.6	MT1CP	transcribed_unprocessed_pseudogene	0	0	0	0	0	0	1	0
20170	ENSG00000205361.8	MT1DP	transcribed_unprocessed_pseudogene	3	23	7	10	1	2	39	15
20171	ENSG00000205362.11	MT1A	protein_coding	135	102	17	708	6	29	185	398
20172	ENSG00000205363.6	INSYN1	protein_coding	1917	208	64	50	62	14	55	429
20173	ENSG00000205364.4	MT1M	protein_coding	127	1248	64	725	17	35	288	949
20174	ENSG00000205396.11	LINC00661	lncRNA	1	4	0	1	1	0	4	3
20175	ENSG00000205403.13	CFI	protein_coding	53	616	186	55	22	115	459	87
20176	ENSG00000205409.3	OR52E6	protein_coding	0	0	0	0	0	0	0	0
20177	ENSG00000205412.5	HNRNPA1P20	processed_pseudogene	1	0	6	2	2	1	10	2
20178	ENSG00000205413.8	SAMD9	protein_coding	16928	7988	3491	1355	4127	7723	10837	495
20179	ENSG00000205414.1	AC007608.1	lncRNA	1	19	1	2	3	0	19	13
20180	ENSG00000205420.11	KRT6A	protein_coding	540511	109677	2760	3449	1599337	1524	36	5
20181	ENSG00000205423.11	CNEP1R1	protein_coding	492	1154	1012	359	674	498	1549	411
20182	ENSG00000205424.2	PCBP3-AS1	lncRNA	1	2	4	1	0	5	5	4
20183	ENSG00000205426.10	KRT81	protein_coding	4	8	221	0	13	11	87	0
20184	ENSG00000205433.4	SNRPGP6	processed_pseudogene	0	0	0	0	0	0	0	0
20185	ENSG00000205436.7	EXOC3L4	protein_coding	37	475	214	111	1	211	1283	220
20186	ENSG00000205439.10	KRTAP12-3	protein_coding	0	0	0	0	0	0	0	0
20187	ENSG00000205442.13	IZUMO3	protein_coding	0	0	0	0	0	0	0	0
20188	ENSG00000205444.3	KU-MEL-3	lncRNA	0	1	4	0	1	7	0	0
20189	ENSG00000205445.3	KRTAP10-2	protein_coding	1	0	5	0	1	0	1	0
20190	ENSG00000205449.11	NBPF22P	transcribed_unprocessed_pseudogene	0	0	2	0	0	0	46	0
20191	ENSG00000205452.5	AC140658.1	lncRNA	3	0	1	0	2	2	1	3
20192	ENSG00000205456.11	TP53TG3D	protein_coding	0	0	10	2	7	1	98	5
20193	ENSG00000205457.11	TP53TG3C	protein_coding	0	0	0	0	0	0	0	0
20194	ENSG00000205464.12	ATP6AP1L	protein_coding	54	597	102	131	89	87	213	272
20195	ENSG00000205476.9	CCDC85C	protein_coding	3868	6246	4759	2335	3235	3121	9659	1620
20196	ENSG00000205482.9	SPDYE18	unprocessed_pseudogene	38	156	37	52	24	56	172	48
20197	ENSG00000205485.13	AC004980.1	transcribed_unprocessed_pseudogene	37	177	225	65	134	139	519	112
20198	ENSG00000205488.9	CALML3-AS1	lncRNA	1738	98	46	46	1214	7	23	18
20199	ENSG00000205494.9	OR52A4P	transcribed_unprocessed_pseudogene	0	0	0	0	0	0	28	0
20200	ENSG00000205495.1	OR52J3	protein_coding	0	0	0	0	0	0	0	0
20201	ENSG00000205496.1	OR51A2	protein_coding	0	0	0	0	0	0	0	0
20202	ENSG00000205497.4	OR51A4	protein_coding	0	2	0	1	0	0	0	0
20203	ENSG00000205500.8	MAPRE3-AS1	lncRNA	2	15	2	14	1	14	123	13
20204	ENSG00000205502.4	C2CD4B	protein_coding	51	607	303	714	18	1284	717	437
20205	ENSG00000205517.13	RGL3	protein_coding	14	3729	267	1672	14	668	3396	716
20206	ENSG00000205531.13	NAP1L4	protein_coding	3713	7040	5863	3530	9320	5082	3467	3149
20207	ENSG00000205534.6	SMG1P2	transcribed_unprocessed_pseudogene	26	65	45	30	163	54	141	36
20208	ENSG00000205537.2	AC121338.1	lncRNA	3	3	5	0	3	7	13	1
20209	ENSG00000205542.11	TMSB4X	protein_coding	19645	99660	52159	54990	67956	63459	36679	39265
20210	ENSG00000205544.4	TMEM256	protein_coding	203	337	233	182	326	124	841	181
20211	ENSG00000205549.10	C9orf92	lncRNA	1	1	0	0	0	0	0	5
20212	ENSG00000205559.5	CHKB-DT	lncRNA	44	168	263	69	262	71	298	50
20213	ENSG00000205560.13	CPT1B	protein_coding	35	202	30	28	26	38	275	22
20214	ENSG00000205562.3	AL049775.1	lncRNA	0	15	10	4	24	0	6	30
20215	ENSG00000205571.14	SMN2	protein_coding	1	199	4	161	312	141	459	209
20216	ENSG00000205572.10	SERF1B	protein_coding	3	10	34	18	9	19	38	22
20217	ENSG00000205578.6	POM121B	unprocessed_pseudogene	27	67	112	44	138	44	176	68
20218	ENSG00000205579.3	DYNLL1P1	processed_pseudogene	22	10	14	5	23	6	20	2
20219	ENSG00000205581.11	HMGN1	protein_coding	4874	8767	13476	3782	7838	5827	13741	2659
20220	ENSG00000205583.13	STAG3L1	transcribed_unprocessed_pseudogene	10	18	11	5	15	6	44	7
20221	ENSG00000205584.6	AC211476.1	unprocessed_pseudogene	0	6	0	3	0	2	2	3
20222	ENSG00000205592.15	MUC19	protein_coding	2	2	3	21	2	4	38	3
20223	ENSG00000205593.12	DENND6B	protein_coding	243	808	331	219	238	466	994	232
20224	ENSG00000205596.4	AC068533.1	processed_pseudogene	0	3	1	0	0	0	5	1
20225	ENSG00000205609.13	EIF3CL	protein_coding	264	196	869	85	417	165	293	53
20226	ENSG00000205611.5	LINC01597	lncRNA	17	79	73	287	13	88	632	164
20227	ENSG00000205622.11	AP001042.1	lncRNA	5	199	23	29	55	65	188	28
20228	ENSG00000205625.2	AL591499.1	processed_pseudogene	0	2	0	2	0	0	0	1
20229	ENSG00000205628.4	LINC01446	lncRNA	1	0	345	0	0	3	2145	0
20230	ENSG00000205629.12	LCMT1	protein_coding	1489	1826	2509	851	1927	1157	2298	586
20231	ENSG00000205632.4	LINC01310	lncRNA	1	1	3	0	0	1	0	1
20232	ENSG00000205634.7	LINC00898	lncRNA	1	2	2	0	8	0	28	0
20233	ENSG00000205636.3	LINC00583	lncRNA	0	1	0	0	0	0	0	0
20234	ENSG00000205639.12	MFSD2B	protein_coding	23	54	71	13	27	27	120	13
20235	ENSG00000205642.10	VCX3B	protein_coding	1	3	0	0	0	0	271	3
20236	ENSG00000205643.11	CDPF1	protein_coding	167	424	421	216	676	201	800	236
20237	ENSG00000205644.5	AC025186.1	processed_pseudogene	1	0	0	0	1	1	5	0
20238	ENSG00000205649.9	HTN3	protein_coding	0	0	0	1	0	0	1	0
20239	ENSG00000205653.2	AL035696.1	lncRNA	0	0	0	1	21	0	0	0
20240	ENSG00000205659.11	LIN52	protein_coding	171	548	707	314	579	343	649	572
20241	ENSG00000205667.3	ARSH	protein_coding	25	15	23	9	8	21	11	3
20242	ENSG00000205669.4	ACOT6	protein_coding	0	2	5	2	0	0	38	7
20243	ENSG00000205670.12	SMIM11A	protein_coding	1	6	2	9	0	2	7	9
20244	ENSG00000205678.8	TECRL	protein_coding	0	0	0	0	0	0	2	0
20245	ENSG00000205682.2	AC020741.1	lncRNA	0	12	34	1	1	0	6	2
20246	ENSG00000205683.11	DPF3	protein_coding	28	79	32	75	15	52	59	56
